invoice_id,customer_id,amount,tax_amount,total_amount,status,due_date,date
2207,4002,48700.23,6331.03,55031.26,paid,2024-09-13,2024-07-30
2208,880,101902.24,13247.29,115149.53,pending,2026-04-02,2026-03-18
2209,2787,44820.74,5826.7,50647.44,partial,2025-05-12,2025-03-28
2210,8593,160477.96,20862.13,181340.09,paid,2024-12-04,2024-11-04
2211,1814,100690.1,13089.71,113779.81,paid,2024-09-28,2024-09-21
2212,2104,37223.49,4839.05,42062.54,paid,2025-12-01,2025-11-01
2213,8672,193767.19,25189.73,218956.92,pending,2025-09-14,2025-08-15
2214,7082,86806.53,11284.85,98091.38,pending,2024-03-16,2024-02-15
2215,4761,194037.13,25224.83,219261.96,pending,2025-04-09,2025-03-10
2216,7281,99132.43,12887.22,112019.65,paid,2025-07-09,2025-06-09
2217,3268,154569.1,20093.98,174663.08,pending,2026-02-20,2026-01-21
2218,4521,16901.82,2197.24,19099.06,pending,2026-05-25,2026-05-10
2219,4738,110817.14,14406.23,125223.37,pending,2026-03-14,2026-02-12
2220,4486,197438.1,25666.95,223105.05,paid,2025-06-11,2025-04-12
2221,2274,146042.2,18985.49,165027.69,pending,2025-11-17,2025-11-10
2222,3061,103220.94,13418.72,116639.66,pending,2025-09-03,2025-07-20
2223,9986,193500.69,25155.09,218655.78,paid,2025-03-04,2025-02-25
2224,4908,97120.72,12625.69,109746.41,paid,2024-03-04,2024-02-18
2225,6918,145222.47,18878.92,164101.39,paid,2025-08-29,2025-08-14
2226,5627,140451.57,18258.7,158710.27,paid,2025-09-19,2025-07-21
2227,1439,93895.8,12206.45,106102.25,overdue,2026-01-02,2025-12-18
2228,2279,21912.02,2848.56,24760.58,pending,2025-11-08,2025-11-01
2229,8546,199342.08,25914.47,225256.55,paid,2025-06-09,2025-04-10
2230,8742,91942.43,11952.52,103894.95,overdue,2024-05-08,2024-03-09
2231,7731,34841.59,4529.41,39371.0,pending,2024-02-23,2024-02-08
2232,9821,148117.51,19255.28,167372.79,pending,2024-06-01,2024-04-02
2233,9371,110702.96,14391.38,125094.34,paid,2024-10-10,2024-09-10
2234,6223,13233.77,1720.39,14954.16,paid,2024-08-14,2024-08-07
2235,5703,46376.16,6028.9,52405.06,pending,2024-12-18,2024-11-03
2236,9625,197269.42,25645.02,222914.44,paid,2025-10-17,2025-10-10
2237,91,80188.0,10424.44,90612.44,paid,2024-07-11,2024-06-26
2238,8952,126853.7,16490.98,143344.68,pending,2024-10-03,2024-09-18
2239,2455,76442.71,9937.55,86380.26,partial,2024-05-15,2024-03-31
2240,5481,95478.83,12412.25,107891.08,overdue,2025-10-28,2025-10-13
2241,6333,174074.6,22629.7,196704.3,paid,2026-02-10,2026-01-11
2242,2242,58680.33,7628.44,66308.77,pending,2025-04-17,2025-02-16
2243,2318,191216.57,24858.15,216074.72,pending,2025-03-20,2025-03-13
2244,1720,90742.64,11796.54,102539.18,cancelled,2025-03-29,2025-02-12
2245,8670,127334.6,16553.5,143888.1,pending,2025-04-26,2025-03-27
2246,2978,22680.17,2948.42,25628.59,paid,2024-07-17,2024-07-10
2247,2566,67822.34,8816.9,76639.24,pending,2026-06-16,2026-04-17
2248,1356,26870.1,3493.11,30363.21,paid,2024-03-01,2024-02-15
2249,6176,24014.43,3121.88,27136.31,paid,2025-09-10,2025-08-11
2250,5066,183679.32,23878.31,207557.63,paid,2025-02-09,2024-12-11
2251,9883,162613.38,21139.74,183753.12,partial,2026-06-21,2026-05-07
2252,6188,157885.96,20525.17,178411.13,partial,2024-10-07,2024-08-08
2253,5359,68503.2,8905.42,77408.62,pending,2024-08-11,2024-06-27
2254,565,53061.67,6898.02,59959.69,paid,2024-05-21,2024-04-21
2255,7041,182073.3,23669.53,205742.83,overdue,2026-07-20,2026-06-05
2256,9936,163340.18,21234.22,184574.4,pending,2026-03-23,2026-03-16
2257,4747,11646.32,1514.02,13160.34,cancelled,2026-04-18,2026-04-11
2258,9848,74819.52,9726.54,84546.06,overdue,2024-02-11,2024-01-12
2259,7576,37028.83,4813.75,41842.58,pending,2026-01-06,2025-11-07
2260,2326,155697.16,20240.63,175937.79,partial,2025-01-07,2024-11-23
2261,1865,166835.04,21688.56,188523.6,paid,2024-11-22,2024-11-07
2262,9815,185985.12,24178.07,210163.19,overdue,2026-07-12,2026-06-12
2263,8804,89913.37,11688.74,101602.11,paid,2025-08-07,2025-06-23
2264,3988,146536.95,19049.8,165586.75,paid,2025-04-05,2025-03-29
2265,7106,82099.24,10672.9,92772.14,paid,2024-12-23,2024-12-08
2266,7982,111311.31,14470.47,125781.78,paid,2026-03-01,2026-01-15
2267,7272,6320.93,821.72,7142.65,cancelled,2026-05-20,2026-05-13
2268,8631,122729.34,15954.81,138684.15,paid,2025-02-14,2025-02-07
2269,2816,101253.18,13162.91,114416.09,pending,2025-02-04,2025-01-20
2270,6918,156789.23,20382.6,177171.83,partial,2025-07-04,2025-05-05
2271,5977,152734.06,19855.43,172589.49,paid,2026-02-15,2026-01-16
2272,2954,46723.02,6073.99,52797.01,partial,2025-11-11,2025-10-12
2273,3360,159207.47,20696.97,179904.44,pending,2024-07-10,2024-07-03
2274,3952,50829.82,6607.88,57437.7,overdue,2024-06-17,2024-05-18
2275,8970,56899.86,7396.98,64296.84,overdue,2025-08-09,2025-06-25
2276,4665,103176.18,13412.9,116589.08,paid,2025-02-06,2025-01-07
2277,8632,176454.73,22939.11,199393.84,overdue,2024-07-12,2024-06-12
2278,3815,1551.91,201.75,1753.66,paid,2024-03-02,2024-02-24
2279,6419,131559.45,17102.73,148662.18,paid,2025-06-22,2025-04-23
2280,9886,58319.07,7581.48,65900.55,paid,2026-06-15,2026-04-16
2281,5744,188158.22,24460.57,212618.79,pending,2024-12-24,2024-11-24
2282,3387,71038.9,9235.06,80273.96,pending,2025-09-04,2025-08-05
2283,3008,119922.61,15589.94,135512.55,overdue,2025-12-10,2025-11-25
2284,7135,92183.49,11983.85,104167.34,paid,2026-06-23,2026-05-24
2285,9512,133836.49,17398.74,151235.23,pending,2024-06-29,2024-05-30
2286,6323,168142.55,21858.53,190001.08,pending,2026-05-14,2026-04-14
2287,4401,18346.28,2385.02,20731.3,paid,2025-09-13,2025-09-06
2288,5878,92223.21,11989.02,104212.23,partial,2024-04-27,2024-04-12
2289,3400,1767.61,229.79,1997.4,cancelled,2024-07-11,2024-07-04
2290,4947,173847.19,22600.13,196447.32,pending,2025-07-24,2025-07-17
2291,934,65065.48,8458.51,73523.99,partial,2025-11-01,2025-09-17
2292,4901,48440.49,6297.26,54737.75,paid,2026-03-17,2026-01-31
2293,6695,187947.28,24433.15,212380.43,partial,2025-05-11,2025-04-26
2294,9213,125870.32,16363.14,142233.46,pending,2026-05-21,2026-05-06
2295,4871,85289.81,11087.68,96377.49,pending,2026-02-27,2026-02-12
2296,2862,121263.44,15764.25,137027.69,pending,2026-05-19,2026-05-12
2297,8908,57335.13,7453.57,64788.7,paid,2025-05-04,2025-03-05
2298,7451,120279.9,15636.39,135916.29,paid,2024-01-25,2024-01-18
2299,1903,35092.47,4562.02,39654.49,paid,2024-02-29,2024-01-30
2300,6203,133511.87,17356.54,150868.41,pending,2026-06-21,2026-04-22
2301,452,139942.43,18192.52,158134.95,pending,2024-02-26,2024-02-19
2302,198,25176.73,3272.97,28449.7,paid,2025-03-08,2025-01-22
2303,9594,37310.73,4850.39,42161.12,paid,2026-04-04,2026-02-03
2304,8503,68672.26,8927.39,77599.65,paid,2025-04-24,2025-03-10
2305,2590,121451.63,15788.71,137240.34,paid,2025-10-22,2025-09-22
2306,969,45747.37,5947.16,51694.53,pending,2025-06-18,2025-04-19
2307,5323,168121.98,21855.86,189977.84,paid,2026-03-08,2026-01-22
2308,5130,61995.87,8059.46,70055.33,pending,2026-01-29,2026-01-14
2309,1137,124699.99,16211.0,140910.99,paid,2025-07-23,2025-07-08
2310,6337,137011.12,17811.45,154822.57,paid,2025-02-24,2025-02-09
2311,3113,180000.47,23400.06,203400.53,pending,2024-05-03,2024-03-04
2312,6595,167456.89,21769.4,189226.29,paid,2025-09-20,2025-09-05
2313,8557,152517.19,19827.23,172344.42,cancelled,2024-07-21,2024-05-22
2314,741,36188.25,4704.47,40892.72,pending,2025-03-23,2025-03-16
2315,3465,7417.56,964.28,8381.84,overdue,2026-06-09,2026-04-10
2316,2898,174512.88,22686.67,197199.55,paid,2026-08-03,2026-06-04
2317,9434,158707.31,20631.95,179339.26,paid,2024-10-31,2024-09-01
2318,6155,32939.24,4282.1,37221.34,overdue,2026-06-18,2026-04-19
2319,1035,153487.75,19953.41,173441.16,pending,2025-06-17,2025-04-18
2320,265,49779.21,6471.3,56250.51,pending,2025-07-17,2025-06-17
2321,5609,85384.42,11099.97,96484.39,overdue,2026-02-07,2025-12-09
2322,4993,10594.68,1377.31,11971.99,pending,2025-04-25,2025-03-26
2323,5086,139479.09,18132.28,157611.37,pending,2024-05-27,2024-04-12
2324,2476,89527.14,11638.53,101165.67,overdue,2026-02-28,2026-01-29
2325,1745,86932.64,11301.24,98233.88,pending,2024-07-06,2024-06-21
2326,628,10506.36,1365.83,11872.19,paid,2024-03-28,2024-03-21
2327,7136,107628.17,13991.66,121619.83,paid,2025-02-18,2025-01-04
2328,5077,132870.45,17273.16,150143.61,paid,2025-12-06,2025-11-06
2329,5072,32760.05,4258.81,37018.86,overdue,2024-05-27,2024-04-27
2330,9225,119026.21,15473.41,134499.62,overdue,2026-02-04,2026-01-28
2331,7170,155801.41,20254.18,176055.59,overdue,2025-08-12,2025-07-13
2332,2185,1585.92,206.17,1792.09,pending,2025-04-22,2025-03-23
2333,4237,178021.07,23142.74,201163.81,overdue,2025-05-25,2025-03-26
2334,5926,30424.81,3955.23,34380.04,partial,2026-06-14,2026-05-30
2335,2511,48144.57,6258.79,54403.36,pending,2024-05-08,2024-04-08
2336,8256,9238.71,1201.03,10439.74,paid,2024-09-05,2024-08-21
2337,6092,63485.62,8253.13,71738.75,cancelled,2026-03-04,2026-01-03
2338,6572,55764.88,7249.43,63014.31,paid,2025-07-04,2025-05-05
2339,3209,195644.76,25433.82,221078.58,overdue,2024-03-09,2024-02-23
2340,6164,97721.04,12703.74,110424.78,cancelled,2025-12-05,2025-10-06
2341,2684,59618.09,7750.35,67368.44,partial,2026-06-16,2026-05-02
2342,3797,17245.38,2241.9,19487.28,paid,2025-08-21,2025-07-22
2343,6718,78146.4,10159.03,88305.43,paid,2025-03-09,2025-02-07
2344,3570,122350.06,15905.51,138255.57,pending,2024-03-24,2024-03-17
2345,1005,60873.14,7913.51,68786.65,paid,2025-07-07,2025-06-07
2346,8200,35842.57,4659.53,40502.1,cancelled,2024-02-12,2024-01-13
2347,6582,186996.75,24309.58,211306.33,paid,2025-06-22,2025-05-08
2348,9223,169371.03,22018.23,191389.26,overdue,2024-12-20,2024-12-05
2349,6107,92961.61,12085.01,105046.62,paid,2026-04-10,2026-04-03
2350,2957,172808.33,22465.08,195273.41,paid,2025-04-04,2025-02-03
2351,8150,142394.21,18511.25,160905.46,pending,2026-05-23,2026-05-08
2352,5336,3310.41,430.35,3740.76,pending,2024-08-08,2024-07-09
2353,5365,155711.23,20242.46,175953.69,overdue,2025-03-26,2025-03-19
2354,4707,81787.41,10632.36,92419.77,paid,2025-12-29,2025-11-29
2355,8691,63735.67,8285.64,72021.31,partial,2024-11-11,2024-09-27
2356,6020,5051.75,656.73,5708.48,paid,2025-11-27,2025-11-20
2357,3239,150566.65,19573.66,170140.31,paid,2025-07-07,2025-06-30
2358,1221,2664.87,346.43,3011.3,overdue,2025-02-20,2025-02-13
2359,5225,158216.09,20568.09,178784.18,pending,2024-09-13,2024-08-29
2360,4966,185008.62,24051.12,209059.74,partial,2026-02-15,2026-01-01
2361,9282,126073.48,16389.55,142463.03,paid,2024-04-03,2024-03-19
2362,6913,57736.74,7505.78,65242.52,overdue,2026-04-01,2026-03-25
2363,607,51255.9,6663.27,57919.17,paid,2026-05-05,2026-03-21
2364,3935,56696.82,7370.59,64067.41,pending,2026-02-04,2026-01-20
2365,2121,113227.18,14719.53,127946.71,paid,2024-08-05,2024-06-21
2366,767,118600.31,15418.04,134018.35,overdue,2025-07-19,2025-06-19
2367,3292,67327.49,8752.57,76080.06,paid,2024-03-10,2024-03-03
2368,4959,187000.16,24310.02,211310.18,pending,2024-03-25,2024-02-24
2369,8463,96168.55,12501.91,108670.46,pending,2024-12-31,2024-11-16
2370,3383,85231.23,11080.06,96311.29,paid,2025-11-25,2025-11-18
2371,2892,100200.53,13026.07,113226.6,paid,2025-09-08,2025-08-09
2372,2227,155042.92,20155.58,175198.5,pending,2025-08-25,2025-08-10
2373,5769,153052.79,19896.86,172949.65,cancelled,2025-01-12,2024-12-28
2374,6439,180312.43,23440.62,203753.05,paid,2024-02-02,2024-01-26
2375,3715,15183.76,1973.89,17157.65,pending,2024-11-01,2024-09-17
2376,5381,195534.23,25419.45,220953.68,overdue,2026-05-11,2026-04-11
2377,7563,118209.1,15367.18,133576.28,paid,2025-01-07,2024-11-08
2378,578,141299.07,18368.88,159667.95,paid,2025-03-08,2025-01-22
2379,7173,81017.35,10532.26,91549.61,partial,2025-02-13,2024-12-30
2380,4090,135111.6,17564.51,152676.11,pending,2025-04-02,2025-03-26
2381,2249,131593.44,17107.15,148700.59,partial,2026-01-18,2025-12-19
2382,9454,58690.43,7629.76,66320.19,cancelled,2025-10-04,2025-08-20
2383,1725,75188.52,9774.51,84963.03,paid,2026-05-10,2026-04-25
2384,4841,152061.82,19768.04,171829.86,cancelled,2026-03-14,2026-01-28
2385,3921,176721.77,22973.83,199695.6,paid,2025-06-29,2025-05-30
2386,9356,130368.77,16947.94,147316.71,paid,2024-11-02,2024-10-26
2387,3288,177958.93,23134.66,201093.59,pending,2026-04-08,2026-02-07
2388,6463,109410.41,14223.35,123633.76,pending,2026-06-08,2026-05-24
2389,6873,126321.73,16421.82,142743.55,paid,2025-09-12,2025-09-05
2390,5019,174924.51,22740.19,197664.7,paid,2025-10-25,2025-09-25
2391,2107,46555.96,6052.27,52608.23,paid,2024-11-03,2024-10-27
2392,1331,92081.13,11970.55,104051.68,cancelled,2025-10-02,2025-08-03
2393,3473,146928.08,19100.65,166028.73,overdue,2026-05-12,2026-04-27
2394,9139,168563.89,21913.31,190477.2,overdue,2026-04-18,2026-04-03
2395,7129,701.8,91.23,793.03,cancelled,2025-08-16,2025-08-01
2396,2082,167429.94,21765.89,189195.83,pending,2024-11-19,2024-09-20
2397,6378,161698.82,21020.85,182719.67,pending,2025-12-02,2025-11-02
2398,5249,18111.37,2354.48,20465.85,partial,2025-01-07,2024-12-08
2399,4812,198910.02,25858.3,224768.32,paid,2026-02-26,2026-02-19
2400,3996,85099.4,11062.92,96162.32,paid,2024-08-07,2024-07-31
2401,7201,41569.2,5404.0,46973.2,overdue,2025-02-25,2025-02-18
2402,4230,175082.15,22760.68,197842.83,paid,2025-08-03,2025-07-27
2403,8173,51428.22,6685.67,58113.89,paid,2026-05-26,2026-04-11
2404,274,181790.52,23632.77,205423.29,pending,2025-11-20,2025-10-06
2405,1163,175417.57,22804.28,198221.85,paid,2024-09-05,2024-07-22
2406,1666,151822.76,19736.96,171559.72,pending,2026-04-11,2026-03-12
2407,8691,194123.26,25236.02,219359.28,pending,2024-09-11,2024-08-27
2408,1643,2975.4,386.8,3362.2,paid,2024-05-28,2024-03-29
2409,9198,193968.32,25215.88,219184.2,paid,2026-05-18,2026-05-03
2410,9439,83793.06,10893.1,94686.16,paid,2026-05-06,2026-03-22
2411,8922,199082.74,25880.76,224963.5,pending,2025-09-24,2025-09-17
2412,4185,1951.19,253.65,2204.84,paid,2025-04-04,2025-03-28
2413,3890,36556.69,4752.37,41309.06,overdue,2026-03-08,2026-01-07
2414,186,122647.97,15944.24,138592.21,paid,2025-09-01,2025-07-18
2415,7600,88736.2,11535.71,100271.91,pending,2025-10-13,2025-08-14
2416,9285,182081.95,23670.65,205752.6,overdue,2024-06-18,2024-04-19
2417,6297,173092.99,22502.09,195595.08,paid,2026-05-02,2026-04-17
2418,8221,145277.54,18886.08,164163.62,partial,2024-05-26,2024-04-26
2419,6625,45584.68,5926.01,51510.69,pending,2024-04-05,2024-03-21
2420,4081,46914.96,6098.94,53013.9,pending,2024-08-30,2024-08-15
2421,2013,80115.99,10415.08,90531.07,pending,2025-12-10,2025-11-25
2422,388,194986.72,25348.27,220334.99,pending,2026-04-10,2026-02-09
2423,721,81418.11,10584.35,92002.46,paid,2024-08-18,2024-08-03
2424,5434,188139.04,24458.08,212597.12,partial,2025-07-12,2025-06-12
2425,7760,77304.78,10049.62,87354.4,paid,2025-09-13,2025-08-29
2426,276,2475.26,321.78,2797.04,paid,2025-03-05,2025-01-04
2427,2212,172169.79,22382.07,194551.86,pending,2024-05-27,2024-04-27
2428,9670,124452.98,16178.89,140631.87,cancelled,2025-01-13,2024-11-29
2429,3855,55069.89,7159.09,62228.98,cancelled,2025-03-27,2025-01-26
2430,5679,92812.46,12065.62,104878.08,pending,2026-07-11,2026-05-27
2431,4073,13322.21,1731.89,15054.1,overdue,2024-09-29,2024-09-22
2432,5976,24619.33,3200.51,27819.84,pending,2026-04-20,2026-04-05
2433,1325,154045.04,20025.86,174070.9,paid,2026-03-07,2026-02-20
2434,455,171207.93,22257.03,193464.96,partial,2025-09-15,2025-07-17
2435,1107,101626.61,13211.46,114838.07,pending,2024-07-03,2024-06-03
2436,4092,140570.89,18274.22,158845.11,overdue,2024-12-19,2024-11-19
2437,3986,57111.06,7424.44,64535.5,overdue,2025-03-10,2025-03-03
2438,9764,151485.38,19693.1,171178.48,paid,2026-06-15,2026-05-31
2439,6600,199819.36,25976.52,225795.88,paid,2024-12-05,2024-10-06
2440,9504,165689.09,21539.58,187228.67,pending,2024-07-13,2024-05-29
2441,1900,167606.73,21788.87,189395.6,paid,2024-10-08,2024-10-01
2442,5680,183381.82,23839.64,207221.46,overdue,2025-06-23,2025-05-24
2443,4329,181944.99,23652.85,205597.84,cancelled,2024-05-31,2024-05-16
2444,7730,144653.25,18804.92,163458.17,overdue,2026-03-20,2026-03-05
2445,5877,129846.38,16880.03,146726.41,pending,2025-05-23,2025-03-24
2446,1025,23975.97,3116.88,27092.85,paid,2026-06-05,2026-05-21
2447,315,162422.72,21114.95,183537.67,pending,2026-03-20,2026-03-13
2448,2172,195967.24,25475.74,221442.98,pending,2025-06-16,2025-06-01
2449,6503,66194.38,8605.27,74799.65,partial,2024-09-17,2024-08-18
2450,5580,94916.5,12339.15,107255.65,pending,2024-12-01,2024-11-16
2451,3232,187874.26,24423.65,212297.91,paid,2024-10-05,2024-09-20
2452,6860,152834.87,19868.53,172703.4,pending,2024-03-13,2024-01-13
2453,6043,123468.79,16050.94,139519.73,overdue,2025-12-19,2025-10-20
2454,8620,117078.29,15220.18,132298.47,overdue,2026-05-07,2026-04-07
2455,6440,93611.91,12169.55,105781.46,paid,2025-03-01,2025-02-14
2456,9238,166054.7,21587.11,187641.81,pending,2024-11-20,2024-11-13
2457,8273,187458.5,24369.6,211828.1,paid,2026-01-15,2026-01-08
2458,5276,120826.99,15707.51,136534.5,paid,2024-06-02,2024-04-18
2459,6355,31817.53,4136.28,35953.81,paid,2025-02-22,2025-01-23
2460,126,58089.78,7551.67,65641.45,pending,2024-12-10,2024-10-26
2461,6532,174084.12,22630.94,196715.06,partial,2025-09-15,2025-08-31
2462,5763,2635.68,342.64,2978.32,paid,2024-03-11,2024-02-10
2463,4920,178570.91,23214.22,201785.13,pending,2025-02-25,2025-02-10
2464,1900,8188.41,1064.49,9252.9,paid,2026-05-22,2026-03-23
2465,6399,36710.77,4772.4,41483.17,overdue,2026-04-12,2026-02-26
2466,4460,28868.22,3752.87,32621.09,paid,2026-07-19,2026-05-20
2467,4574,51023.38,6633.04,57656.42,paid,2026-03-27,2026-02-10
2468,6377,81735.0,10625.55,92360.55,pending,2025-07-09,2025-06-09
2469,338,49489.53,6433.64,55923.17,partial,2026-05-08,2026-05-01
2470,1839,147837.93,19218.93,167056.86,pending,2024-08-03,2024-06-19
2471,5142,52778.66,6861.23,59639.89,overdue,2026-02-13,2026-01-14
2472,2982,182615.35,23740.0,206355.35,pending,2024-10-29,2024-08-30
2473,3640,136344.34,17724.76,154069.1,pending,2024-05-26,2024-04-26
2474,531,1369.72,178.06,1547.78,paid,2025-06-12,2025-06-05
2475,1713,66197.0,8605.61,74802.61,partial,2024-07-28,2024-06-13
2476,924,9328.24,1212.67,10540.91,paid,2025-02-26,2025-02-19
2477,1691,10435.79,1356.65,11792.44,paid,2025-01-27,2024-12-28
2478,6315,29717.08,3863.22,33580.3,pending,2024-06-02,2024-05-18
2479,5199,13983.23,1817.82,15801.05,paid,2025-06-11,2025-05-12
2480,17,32265.57,4194.52,36460.09,overdue,2026-04-23,2026-04-16
2481,7140,136914.37,17798.87,154713.24,pending,2024-01-28,2024-01-13
2482,9181,90244.47,11731.78,101976.25,paid,2024-12-06,2024-10-07
2483,5232,90564.37,11773.37,102337.74,cancelled,2024-03-02,2024-02-16
2484,8711,21070.02,2739.1,23809.12,paid,2025-10-28,2025-09-28
2485,4857,38886.94,5055.3,43942.24,paid,2025-02-21,2024-12-23
2486,6585,58709.92,7632.29,66342.21,overdue,2024-10-03,2024-09-03
2487,4742,143148.26,18609.27,161757.53,pending,2024-03-01,2024-02-23
2488,6465,31396.05,4081.49,35477.54,paid,2026-04-05,2026-03-29
2489,2459,98233.88,12770.4,111004.28,paid,2025-10-10,2025-09-10
2490,3226,155677.64,20238.09,175915.73,paid,2025-07-31,2025-06-16
2491,9079,195702.73,25441.35,221144.08,paid,2024-11-13,2024-10-29
2492,3752,139304.9,18109.64,157414.54,paid,2024-12-15,2024-10-16
2493,2963,196009.51,25481.24,221490.75,pending,2025-06-25,2025-05-11
2494,1970,1802.33,234.3,2036.63,paid,2024-10-09,2024-09-09
2495,8011,134121.96,17435.85,151557.81,paid,2026-06-03,2026-05-04
2496,6155,156787.22,20382.34,177169.56,cancelled,2024-07-12,2024-06-27
2497,1788,27976.82,3636.99,31613.81,paid,2025-05-19,2025-03-20
2498,8659,153750.48,19987.56,173738.04,pending,2025-10-19,2025-08-20
2499,6767,146486.73,19043.27,165530.0,pending,2025-06-15,2025-05-01
2500,5327,42244.42,5491.77,47736.19,pending,2024-07-20,2024-07-13
2501,5558,10299.17,1338.89,11638.06,pending,2025-04-30,2025-04-15
2502,7307,155406.28,20202.82,175609.1,pending,2025-06-03,2025-05-27
2503,6641,82736.44,10755.74,93492.18,paid,2025-08-12,2025-07-28
2504,4115,44179.16,5743.29,49922.45,paid,2025-02-04,2025-01-28
2505,6805,1724.27,224.16,1948.43,cancelled,2025-11-23,2025-11-08
2506,1417,159086.47,20681.24,179767.71,pending,2024-08-11,2024-08-04
2507,3841,80785.01,10502.05,91287.06,paid,2024-12-10,2024-11-25
2508,2132,117484.6,15273.0,132757.6,pending,2025-05-02,2025-03-03
2509,3064,140650.59,18284.58,158935.17,pending,2026-04-30,2026-04-15
2510,2676,14256.26,1853.31,16109.57,pending,2026-04-07,2026-02-21
2511,3467,53320.22,6931.63,60251.85,partial,2024-03-20,2024-03-05
2512,7162,116427.07,15135.52,131562.59,cancelled,2024-12-02,2024-11-17
2513,3133,146823.16,19087.01,165910.17,partial,2026-02-21,2025-12-23
2514,2788,23809.35,3095.22,26904.57,overdue,2024-05-12,2024-04-12
2515,5547,194804.87,25324.63,220129.5,pending,2025-10-05,2025-09-20
2516,6626,8824.66,1147.21,9971.87,overdue,2026-03-27,2026-02-25
2517,4327,91421.17,11884.75,103305.92,partial,2025-12-17,2025-11-17
2518,2786,134765.2,17519.48,152284.68,pending,2026-06-22,2026-06-07
2519,7025,103381.46,13439.59,116821.05,pending,2024-12-05,2024-10-21
2520,2858,144157.19,18740.43,162897.62,paid,2024-11-11,2024-11-04
2521,8534,168105.48,21853.71,189959.19,partial,2024-10-21,2024-10-14
2522,3556,55985.83,7278.16,63263.99,pending,2026-07-15,2026-05-16
2523,3647,115356.67,14996.37,130353.04,pending,2024-09-28,2024-09-13
2524,9707,94443.23,12277.62,106720.85,paid,2024-05-08,2024-05-01
2525,9026,172231.08,22390.04,194621.12,paid,2026-01-17,2025-12-03
2526,7376,94216.65,12248.16,106464.81,paid,2025-01-16,2024-12-02
2527,2832,11282.84,1466.77,12749.61,overdue,2025-11-06,2025-09-07
2528,991,25912.66,3368.65,29281.31,pending,2025-05-06,2025-04-29
2529,586,103977.22,13517.04,117494.26,cancelled,2026-06-21,2026-04-22
2530,3194,133857.21,17401.44,151258.65,paid,2024-12-25,2024-12-10
2531,42,86128.01,11196.64,97324.65,paid,2024-03-25,2024-01-25
2532,9962,30713.27,3992.73,34706.0,overdue,2026-07-24,2026-06-09
2533,9063,86311.88,11220.54,97532.42,pending,2025-04-05,2025-03-06
2534,8330,142193.88,18485.2,160679.08,pending,2025-10-09,2025-10-02
2535,2550,127464.75,16570.42,144035.17,overdue,2026-06-01,2026-05-17
2536,4539,111917.33,14549.25,126466.58,paid,2024-09-21,2024-07-23
2537,6048,65929.04,8570.78,74499.82,partial,2025-07-29,2025-07-14
2538,310,170062.25,22108.09,192170.34,pending,2026-05-09,2026-03-25
2539,7355,22374.49,2908.68,25283.17,pending,2024-05-10,2024-03-11
2540,681,190523.64,24768.07,215291.71,paid,2024-10-03,2024-08-19
2541,6342,194304.75,25259.62,219564.37,partial,2024-10-13,2024-09-13
2542,8508,156277.74,20316.11,176593.85,paid,2025-10-13,2025-09-28
2543,6630,101403.18,13182.41,114585.59,paid,2026-06-25,2026-04-26
2544,9325,82415.87,10714.06,93129.93,paid,2024-04-12,2024-02-27
2545,9500,67816.09,8816.09,76632.18,paid,2025-04-30,2025-04-23
2546,5429,77009.11,10011.18,87020.29,pending,2024-11-02,2024-09-18
2547,2785,117600.42,15288.05,132888.47,partial,2024-10-06,2024-09-21
2548,7060,74595.03,9697.35,84292.38,pending,2025-01-06,2024-12-07
2549,8197,39642.26,5153.49,44795.75,paid,2025-07-17,2025-05-18
2550,6515,52154.79,6780.12,58934.91,pending,2026-03-12,2026-03-05
2551,5705,49875.21,6483.78,56358.99,pending,2024-03-01,2024-01-31
2552,5324,76180.93,9903.52,86084.45,paid,2025-04-07,2025-03-31
2553,7543,174389.87,22670.68,197060.55,overdue,2024-09-01,2024-08-02
2554,9504,192120.42,24975.65,217096.07,overdue,2025-04-23,2025-02-22
2555,2807,84856.52,11031.35,95887.87,partial,2025-11-01,2025-09-17
2556,327,74476.92,9682.0,84158.92,partial,2024-10-26,2024-10-19
2557,5849,153661.38,19975.98,173637.36,paid,2025-07-20,2025-06-05
2558,9458,72776.47,9460.94,82237.41,paid,2024-12-21,2024-11-21
2559,4130,39372.96,5118.48,44491.44,pending,2024-08-02,2024-07-26
2560,9945,172912.5,22478.62,195391.12,pending,2025-12-17,2025-12-10
2561,372,22772.18,2960.38,25732.56,pending,2025-03-29,2025-02-12
2562,7425,194421.85,25274.84,219696.69,paid,2024-11-13,2024-10-29
2563,5614,99717.5,12963.27,112680.77,pending,2025-06-03,2025-05-04
2564,6655,159900.25,20787.03,180687.28,paid,2025-07-26,2025-05-27
2565,6716,96878.36,12594.19,109472.55,partial,2025-08-26,2025-08-11
2566,1836,158242.36,20571.51,178813.87,paid,2025-01-14,2024-12-30
2567,1570,64768.98,8419.97,73188.95,overdue,2025-11-30,2025-10-31
2568,4907,37346.99,4855.11,42202.1,pending,2025-05-16,2025-05-01
2569,1046,95328.36,12392.69,107721.05,overdue,2026-03-09,2026-01-08
2570,742,46879.91,6094.39,52974.3,pending,2025-10-26,2025-09-26
2571,94,192460.18,25019.82,217480.0,paid,2025-04-16,2025-02-15
2572,4396,116493.13,15144.11,131637.24,paid,2025-09-18,2025-07-20
